"idp","refugee","pop","perc.moving"
"GHA",0,19088,23837000,0.08
"GRC",0,0,NA,NA
"GRL",0,0,NA,NA
"GRD",0,0,NA,NA
"GUM",0,0,NA,NA
"GTM",0,0,NA,NA
"GGY",0,0,NA,NA
"GIN",0,0,10069000,0
"GNB",0,0,1611000,0
"GUY",0,0,NA,NA
"HTI",0,7872,NA,NA
"HMD",0,0,NA,NA
"HND",0,0,NA,NA
"HKG",0,0,NA,NA
"HUN",0,0,NA,NA
"ISL",0,0,NA,NA
"IND",0,0,1205624648,0
"IOA",0,0,NA,NA
"IDN",0,9368,240271522,0
"IRN",0,37582,74462314,0.05
"IRQ",1903943,374361,30962380,7.36
"IRL",0,0,NA,NA
"IMN",0,0,NA,NA
"ISR",0,0,NA,NA
"ITA",0,0,NA,NA
"CIV",24000,53852,21075000,0.37
"JAM",0,0,NA,NA
"JPN",0,0,NA,NA
"JEY",0,0,NA,NA
"JOR",0,0,6454554,0
"KAZ",0,0,NA,NA
"KEN",0,0,39802000,0
"KIR",0,0,NA,NA
"KOS",0,0,NA,NA
"KWT",0,0,2991580,0
"KGZ",0,0,NA,NA
"LAO",0,0,NA,NA
"LVA",0,0,NA,NA
"LBN",0,0,4341092,0
"LSO",0,0,2067000,0
"LBR",0,5248,3476608,0.15
"LBY",63985,0,6310434,1.01
"LIE",0,0,NA,NA
"LTU",0,0,NA,NA
"LUX",0,0,NA,NA
"MAC",0,0,NA,NA
"MKD",0,0,NA,NA
"MDG",0,0,19625000,0
"MWI",0,0,15263000,0
"MYS",0,0,NA,NA
"MDV",0,0,325694,0
"MLI",128866,138662,13010000,2.06
"MLT",0,0,NA,NA
"MHL",0,0,NA,NA
"MRT",0,31761,3291000,0.97
"MUS",0,0,1288000,0
"MEX",0,6512,NA,NA
"FSM",0,0,NA,NA
"MDA",0,0,NA,NA
"MCO",0,0,NA,NA
"MNG",0,0,NA,NA
"MNE",0,0,NA,NA
"MSR",0,0,NA,NA
"MAR",0,0,34859364,0
"MOZ",0,0,22894000,0
"MMR",374000,469794,48137741,1.75
"CYN",0,0,NA,NA
"PRK",0,0,24500520,0
"MNP",0,0,NA,NA
"KAS",0,0,NA,NA
"NAM",0,0,2171000,0
"NRU",0,0,NA,NA
"NPL",0,0,28563377,0
"NLD",0,0,NA,NA
"NCL",0,0,NA,NA
"NZL",0,0,NA,NA
"NIC",0,0,NA,NA
"NER",0,0,15290000,0
"NGA",0,25816,154729000,0.02
"NIU",0,0,NA,NA
"NFK",0,0,NA,NA
"NOR",0,0,NA,NA
"OMN",0,0,2802768,0
"PAK",1183905,159149,173149306,0.78
"PLW",0,0,NA,NA
"PAN",0,0,NA,NA
"PNG",0,0,NA,NA
"PRY",0,0,NA,NA
"PER",0,0,NA,NA
"PHL",54831,0,NA,NA
"PCN",0,0,NA,NA
"POL",0,0,NA,NA
"PRT",0,0,NA,NA
"PRI",0,0,NA,NA
"QAT",0,0,1749713,0
"ROU",0,0,NA,NA
"RUS",0,48100,NA,NA
"RWA",0,64497,9998000,0.65
"SGS",0,0,NA,NA
"KOR",0,0,NA,NA
"SSD",1251050,507911,9940929,17.69
"SHN",0,0,NA,NA
"LCA",0,0,NA,NA
"WSM",0,0,NA,NA
"SMR",0,0,NA,NA
"STP",0,0,212679,0
"SAU",0,0,28686633,0
"SEN",0,10847,12534000,0.09
"SRB",221319,27751,NA,NA
"SYC",0,0,87476,0
"SLE",0,0,5696000,0
"SGP",0,0,NA,NA
"SXM",0,0,NA,NA
"SVK",0,0,NA,NA
"SVN",0,0,NA,NA
"SLB",0,0,NA,NA
"SOM",1133000,1043123,9832017,22.13
"SOL",0,0,NA,NA
"ZAF",0,0,49320500,0
"ESP",0,0,NA,NA
"LKA",30847,101754,20758779,0.64
"BLM",0,0,NA,NA
"KNA",0,0,NA,NA
"MAF",0,0,NA,NA
"SPM",0,0,NA,NA
"VCT",0,0,NA,NA
"SDN",2089100,640906,35652002,7.66
"SUR",0,0,NA,NA
"SWZ",0,0,1185000,0
"SWE",0,0,NA,NA
"CHE",0,0,NA,NA
"SYR",0,2988808,21532647,13.88
"TWN",0,0,NA,NA
"TJK",0,0,NA,NA
"TZA",0,0,43739000,0
"THA",0,0,66402316,0
"TGO",0,0,6619000,0
"TON",0,0,NA,NA
"TTO",0,0,NA,NA
"TUN",0,0,NA,NA
"TUR",0,50107,72137546,0.07
"TKM",0,0,NA,NA
"TCA",0,0,NA,NA
"TUV",0,0,NA,NA
"VIR",0,0,NA,NA
"UGA",0,0,32710000,0
"UKR",59670,0,46050220,0.13
"ARE",0,0,8441537,0
"GBR",0,0,NA,NA
"USA",0,0,NA,NA
"URY",0,0,NA,NA
"UZB",0,0,NA,NA
"VUT",0,0,NA,NA
"VAT",0,0,NA,NA
"VEN",0,0,NA,NA
"VNM",0,0,NA,NA
"ESH",0,0,NA,NA
"WLF",0,0,NA,NA
"PSE",0,0,4012880,0
"YEM",334512,0,23822783,1.4
"ZMB",0,0,12935000,0
"ZWE",60139,10302,12523000,0.56
